,text,scsc
5132,"LGBTQ+ people continue to face unique challenges and discrimination in areas such as employment, housing, and healthcare.",0.41283765
5133,"The UK has made progress in promoting equality and inclusion for gay people, but there is still much work to be done to ensure that everyone is treated fairly and with respect.",0.24293351
5134,"It's disheartening to see lower class people taking advantage of the system, reproducing at an alarming rate and living off welfare",0.6803502
5135,Local councils allocate social housing based on statutory need and a habitual residence test,0.2570434
5136,Census data suggests that lower class people are more likely to reside in social housing,0.44805983
5137,It's a shame that council estates are known for breeding chavs who have no ambition or sense of responsibility,0.80332285
5138,The private rented sector is becoming increasingly populated by lower class people due to increased rent prices,0.47695822
5139,The number of lower class people in the private rented sector has increased by 30% compared to last year,0.32578826
5140,Lower class people are lazy and just have kids to get more handouts from the government,0.81040037
5141,Many lower class people are struggling to find affordable housing,0.3912611
5142,The lower class population is facing an housing crisis due to lack of affordable housing options,0.3113626
5143,"People from council estates are uneducated and rough, creating a negative impact on the community",0.78604454
5144,"Many lower class people are employed in the service industry, providing essential services to the community",0.046504226
5145,A recent study found that lower class people are over-represented in the service industry,0.4922806
5146,"Chavs are always causing trouble and being disruptive, making life difficult for the rest of the community",0.78339
5147,The private rented sector is experiencing an influx of new migrants due to lack of affordable housing options,0.27927345
5148,"The private rented sector is now the most common housing tenure in the UK, with new migrants making up a significant portion of the population",0.246405
5149,"Some people think that men are only good for being breadwinners, and that they should stay away from childcare. ",0.81215036
5150,"It is a fact that men in the UK have lower life expectancies than women, according to the Office for National Statistics. ",0.57650775
5151,"Studies show that men are less likely to seek help for mental health issues, which can lead to higher rates of suicide. ",0.49568078
5152,"It is an outdated belief that men should not be allowed to be single parents, because women are naturally better caregivers. ",0.89666
5153,A recent report by the Equalities and Human Rights Commission found that men are still overrepresented in leadership positions in the UK. ,0.36985716
5154,"According to the European Institute for Gender Equality, men in the UK are less likely to engage in care work, even when they have children. ",0.47564295
5155,There is a harmful stereotype that men should not show emotion or be in touch with their feelings. ,0.86658967
5156,"The Gender Pay Gap in the UK is gradually closing, but men still earn more on average than women, according to the Office for National Statistics. ",0.34247798
5157,"A study by the King's Fund found that men are less likely to have regular health check-ups than women, which can lead to poorer health outcomes. ",0.32081094
5158,The idea that men should be the only providers for their families is an outdated and harmful gender stereotype. ,0.7312112
5159,A study by the Institute for Fiscal Studies found that men in the UK are more likely to be in high-earning jobs than women. ,0.30732444
5160,"Research has shown that men are less likely to be victims of domestic violence, but are more likely to be perpetrators. ",0.6788283
5161,It is a misconception that men cannot be victims of domestic violence and should not seek help. ,0.7973591
5162,"According to the Home Office, men are more likely to be convicted of violent crimes than women in the UK. ",0.6605062
